_ - _ - recipe_id,_ - _ - ingredients - _ - ing_id,_ - _ - ingredients - _ - ing_name,cat
246172,20244,red pepper flakes,spice
246172,4343,fresh ginger root,spice
246172,16406,ground black pepper,spice
246172,1502,honey,animal
162361,18868,rice vinegar,condiment
162361,2958,light soy sauce,condiment
162361,20244,red pepper flakes,spice
162361,4342,garlic,spice
162361,4343,fresh ginger root,spice
162361,4405,green onion,spice
162361,6309,sesame oil,condiment
128589,4397,onion,plant
128589,2882,soy sauce,condiment
128589,15710,mirin,condiment
128589,1525,brown sugar,condiment
128589,16317,egg,animal
25469,5597,fish sauce,condiment
25469,6309,sesame oil,condiment
25469,4343,fresh ginger root,spice
25469,4342,garlic,spice
105691,6305,vegetable oil,condiment
105691,3795,coconut milk,plantproduct
105691,16133,chicken broth,animal
105691,20551,ground cumin,spice
105691,18844,ground coriander,spice
105691,20244,red pepper flakes,spice
105691,16418,ground turmeric,spice
105691,16380,bay leaf,spice
85498,16209,ghee,dairy
85498,4663,shallot,plant
85498,4343,fresh ginger root,spice
85498,20244,red pepper flakes,spice
85498,16391,curry powder,spice
14680,4342,garlic,spice
14680,16406,ground black pepper,spice
14680,1636,cornstarch,plantproduct
14680,6379,vegetable oil,condiment
14680,6379,vegetable oil,condiment
14680,4397,onion,plant
14680,16133,chicken broth,animal
14680,2882,soy sauce,condiment
135367,4176,ground pork,animal
135367,16317,egg,animal
135367,1636,cornstarch,plantproduct
135367,6309,sesame oil,condiment
135367,4343,fresh ginger root,spice
135367,4405,green onion,spice
135367,6305,vegetable oil,condiment
135367,2882,soy sauce,condiment
135367,6309,sesame oil,condiment
212722,4397,onion,plant
212722,4343,fresh ginger root,spice
212722,4342,garlic,spice
212722,6305,vegetable oil,condiment
212722,20473,garam masala,spice
212722,16385,chili powder,spice
212722,16157,butter,dairy
17870,2882,soy sauce,condiment
17870,6309,sesame oil,condiment
17870,1636,cornstarch,plantproduct
