_ - _ - recipe_id,_ - _ - ingredients - _ - ing_id,_ - _ - ingredients - _ - ing_name,cat
68532,6494,chicken breast,animal
68532,6305,vegetable oil,condiment
68532,16391,curry powder,spice
68532,4397,onion,plant
68532,4342,garlic,spice
68532,3795,coconut milk,plantproduct
68532,1526,white sugar,condiment
86230,3686,ketchup,condiment
86230,2882,soy sauce,condiment
86230,1636,cornstarch,plantproduct
86230,1502,honey,animal
86230,20244,red pepper flakes,spice
86230,16397,ground ginger,spice
86230,6305,vegetable oil,condiment
86230,4405,green onion,spice
86230,4342,garlic,spice
45736,16158,plain yogurt,dairy
45736,5107,lemon juice,plantproduct
45736,20551,ground cumin,spice
45736,16386,ground cinnamon,spice
45736,16407,cayenne pepper,spice
45736,16406,ground black pepper,spice
45736,4343,fresh ginger root,spice
45736,6494,chicken breast,animal
45736,16157,butter,dairy
45736,4342,garlic,spice
45736,3725,jalapeno pepper,plant
45736,20551,ground cumin,spice
45736,16404,paprika,spice
45736,3717,fresh cilantro,spice
71722,6305,vegetable oil,condiment
71722,4397,onion,plant
71722,5595,hoisin sauce,condiment
71722,4342,garlic,spice
71722,2882,soy sauce,condiment
71722,18868,rice vinegar,condiment
71722,4607,water chestnut,plant
71722,4405,green onion,spice
14565,1526,white sugar,condiment
14565,16278,milk,dairy
14565,16317,egg,animal
14565,4342,garlic,spice
14565,16157,butter,dairy
16954,16317,egg,animal
16954,16157,butter,dairy
16954,6379,vegetable oil,condiment
16954,4397,onion,plant
16954,1651,white rice,grain
16954,2882,soy sauce,condiment
16954,16406,ground black pepper,spice
61024,5107,lemon juice,plantproduct
61024,18868,rice vinegar,condiment
61024,2882,soy sauce,condiment
61024,1525,brown sugar,condiment
61024,4343,fresh ginger root,spice
61024,4342,garlic,spice
61024,4405,green onion,spice
61024,20244,red pepper flakes,spice
61024,1636,cornstarch,plantproduct
61024,6494,chicken breast,animal
61024,1684,all-purpose flour,grain
61024,16406,ground black pepper,spice
61024,6307,olive oil,condiment
13087,4397,onion,plant
13087,4292,celery,plant
13087,4279,carrot,plant
13087,16157,butter,dairy
13087,1684,all-purpose flour,grain
13087,16391,curry powder,spice
13087,16133,chicken broth,animal
13087,1650,white rice,grain
13087,6494,chicken breast,animal
13087,16406,ground black pepper,spice
60598,6305,vegetable oil,condiment
60598,4397,onion,plant
60598,4343,fresh ginger root,spice
60598,4342,garlic,spice
60598,4442,potato,plant
60598,4279,carrot,plant
60598,3725,jalapeno pepper,plant
60598,16391,curry powder,spice
60598,4421,frozen pea,plantproduct
60598,4432,red bell pepper,plant
60598,4786,red bell pepper,plant
60598,3717,fresh cilantro,spice
11835,4343,fresh ginger root,spice
11835,2882,soy sauce,condiment
11835,2858,peanut butter,grain
11835,1502,honey,animal
11835,20287,chile paste,condiment
11835,4342,garlic,spice
11835,4405,green onion,spice
11835,2940,peanuts,grain
23312,16317,egg,animal
23312,1684,all-purpose flour,grain
23312,16157,butter,dairy
23312,2882,soy sauce,condiment
23312,1526,white sugar,condiment
23312,7842,white vinegar,condiment
23312,16396,garlic powder,spice
79543,1650,white rice,grain
79543,4421,frozen pea,plantproduct
79543,6305,vegetable oil,condiment
79543,16317,egg,animal
79543,2882,soy sauce,condiment
79543,6309,sesame oil,condiment
9027,6494,chicken breast,animal
9027,2882,soy sauce,condiment
9027,6309,sesame oil,condiment
9027,20287,chile paste,condiment
9027,7842,white vinegar,condiment
9027,1525,brown sugar,condiment
9027,4405,green onion,spice
9027,4342,garlic,spice
9027,4607,water chestnut,plant
9027,2940,peanuts,grain
46822,6307,olive oil,condiment
46822,4397,onion,plant
46822,4342,garlic,spice
46822,16391,curry powder,spice
46822,16386,ground cinnamon,spice
46822,16404,paprika,spice
46822,16380,bay leaf,spice
46822,4343,fresh ginger root,spice
46822,1526,white sugar,condiment
46822,6494,chicken breast,animal
46822,16158,plain yogurt,dairy
46822,3795,coconut milk,plantproduct
46822,16407,cayenne pepper,spice
15679,2882,soy sauce,condiment
15679,8336,rice wine,condiment
15679,1525,brown sugar,condiment
15679,1636,cornstarch,plantproduct
15679,6379,vegetable oil,condiment
15679,4343,fresh ginger root,spice
15679,4342,garlic,spice
15679,4412,snow pea,plant
18327,3752,sesame seed,grain
18327,6305,vegetable oil,condiment
18327,2958,light soy sauce,condiment
18327,18868,rice vinegar,condiment
18327,6309,sesame oil,condiment
18327,1526,white sugar,condiment
18327,16397,ground ginger,spice
18327,16406,ground black pepper,spice
18327,3717,fresh cilantro,spice
18327,4405,green onion,spice
16641,4397,onion,plant
16641,6379,vegetable oil,condiment
16641,16391,curry powder,spice
16641,16418,ground turmeric,spice
16641,20551,ground cumin,spice
16641,16385,chili powder,spice
16641,1526,white sugar,condiment
16641,4342,garlic,spice
16641,4343,fresh ginger root,spice
45957,6304,peanut oil,condiment
45957,4663,shallot,plant
45957,16157,butter,dairy
45957,5107,lemon juice,plantproduct
45957,20473,garam masala,spice
45957,16385,chili powder,spice
45957,20551,ground cumin,spice
45957,16380,bay leaf,spice
45957,16158,plain yogurt,dairy
45957,16407,cayenne pepper,spice
45957,16406,ground black pepper,spice
45957,6304,peanut oil,condiment
45957,20473,garam masala,spice
45957,16407,cayenne pepper,spice
45957,1636,cornstarch,plantproduct
146035,6305,vegetable oil,condiment
146035,4343,fresh ginger root,spice
146035,3718,lemon grass,plant
146035,16133,chicken broth,animal
146035,5597,fish sauce,condiment
146035,1525,brown sugar,condiment
146035,3795,coconut milk,plantproduct
146035,22005,shrimp,animal
146035,5112,lime juice,plantproduct
146035,3717,fresh cilantro,spice
8536,1636,cornstarch,plantproduct
8536,1526,white sugar,condiment
8536,7842,white vinegar,condiment
8536,6494,chicken breast,animal
8536,6379,vegetable oil,condiment
8536,1636,cornstarch,plantproduct
8536,16408,ground white pepper,spice
8536,16317,egg,animal
8536,20482,frying oil,condiment
8536,4432,red bell pepper,plant
91499,20482,frying oil,condiment
91499,16317,egg,animal
91499,1526,white sugar,condiment
91499,16408,ground white pepper,spice
91499,1636,cornstarch,plantproduct
91499,6305,vegetable oil,condiment
91499,4405,green onion,spice
91499,4342,garlic,spice
91499,1526,white sugar,condiment
91499,16397,ground ginger,spice
91499,16133,chicken broth,animal
91499,18868,rice vinegar,condiment
91499,2882,soy sauce,condiment
91499,6309,sesame oil,condiment
91499,6304,peanut oil,condiment
91499,1636,cornstarch,plantproduct
141169,16157,butter,dairy
141169,4397,onion,plant
141169,4342,garlic,spice
141169,16407,cayenne pepper,spice
141169,20473,garam masala,spice
141169,6494,chicken breast,animal
141169,6305,vegetable oil,condiment
223382,1650,white rice,grain
223382,2882,soy sauce,condiment
223382,1525,brown sugar,condiment
223382,1636,cornstarch,plantproduct
223382,4343,fresh ginger root,spice
223382,4342,garlic,spice
223382,16407,cayenne pepper,spice
223382,6494,chicken breast,animal
223382,6309,sesame oil,condiment
223382,4432,red bell pepper,plant
223382,4607,water chestnut,plant
223382,4252,broccoli,plant
223382,4279,carrot,plant
223382,4397,onion,plant
223382,6309,sesame oil,condiment
202463,2882,soy sauce,condiment
202463,1525,brown sugar,condiment
202463,4342,garlic,spice
202463,4397,onion,plant
202463,4343,fresh ginger root,spice
202463,16406,ground black pepper,spice
202463,16407,cayenne pepper,spice
202463,16407,cayenne pepper,spice
202463,16404,paprika,spice
31144,1526,white sugar,condiment
31144,2882,soy sauce,condiment
31144,4405,green onion,spice
31144,20482,frying oil,condiment
31144,1636,cornstarch,plantproduct
31144,6305,vegetable oil,condiment
31144,4292,celery,plant
31144,4432,red bell pepper,plant
31144,4397,onion,plant
31144,1526,white sugar,condiment
31144,1526,white sugar,condiment
31144,3686,ketchup,condiment
31144,2882,soy sauce,condiment
31144,1636,cornstarch,plantproduct
214043,1525,brown sugar,condiment
214043,2882,soy sauce,condiment
214043,3686,ketchup,condiment
214043,7842,white vinegar,condiment
214043,4342,garlic,spice
214043,16407,cayenne pepper,spice
214043,18748,five-spice powder,spice
214043,6307,olive oil,condiment
214043,6494,chicken breast,animal
214043,1650,white rice,grain
214043,1636,cornstarch,plantproduct
214043,4405,green onion,spice
45515,16133,chicken broth,animal
45515,16397,ground ginger,spice
45515,1636,cornstarch,plantproduct
45515,16317,egg,animal
100606,2882,soy sauce,condiment
100606,1526,white sugar,condiment
100606,4405,green onion,spice
100606,4342,garlic,spice
100606,3752,sesame seed,grain
100606,6309,sesame oil,condiment
100606,16406,ground black pepper,spice
57966,1526,white sugar,condiment
57966,18868,rice vinegar,condiment
57966,2882,soy sauce,condiment
57966,1650,white rice,grain
57966,1636,cornstarch,plantproduct
57966,4343,fresh ginger root,spice
57966,4342,garlic,spice
57966,4252,broccoli,plant
57966,20482,frying oil,condiment
14679,2882,soy sauce,condiment
14679,1526,white sugar,condiment
14679,6379,vegetable oil,condiment
14679,4342,garlic,spice
14679,4405,green onion,spice
14679,3752,sesame seed,grain
212721,6494,chicken breast,animal
212721,6305,vegetable oil,condiment
212721,4397,onion,plant
212721,4342,garlic,spice
212721,4343,fresh ginger root,spice
212721,16391,curry powder,spice
212721,20551,ground cumin,spice
212721,16418,ground turmeric,spice
212721,18844,ground coriander,spice
212721,16407,cayenne pepper,spice
212721,16158,plain yogurt,dairy
212721,3717,fresh cilantro,spice
212721,20473,garam masala,spice
212721,3717,fresh cilantro,spice
212721,5107,lemon juice,plantproduct
141191,1684,all-purpose flour,grain
141191,1636,cornstarch,plantproduct
141191,2958,light soy sauce,condiment
141191,6305,vegetable oil,condiment
141191,6309,sesame oil,condiment
141191,6494,chicken breast,animal
141191,16133,chicken broth,animal
141191,1526,white sugar,condiment
141191,7842,white vinegar,condiment
141191,2882,soy sauce,condiment
141191,6309,sesame oil,condiment
141191,20287,chile paste,condiment
141191,4342,garlic,spice
141191,1636,cornstarch,plantproduct
141191,20482,frying oil,condiment
141191,3752,sesame seed,grain
201849,6305,vegetable oil,condiment
201849,4342,garlic,spice
201849,4343,fresh ginger root,spice
201849,2882,soy sauce,condiment
201849,1525,brown sugar,condiment
201849,1636,cornstarch,plantproduct
201849,20482,frying oil,condiment
201849,4405,green onion,spice
216943,18868,rice vinegar,condiment
216943,1502,honey,animal
216943,2882,soy sauce,condiment
216943,4342,garlic,spice
216943,4405,green onion,spice
19670,1526,white sugar,condiment
19670,7842,white vinegar,condiment
19670,2882,soy sauce,condiment
19670,3686,ketchup,condiment
19670,1636,cornstarch,plantproduct
72068,6494,chicken breast,animal
72068,1684,all-purpose flour,grain
72068,16317,egg,animal
72068,20482,frying oil,condiment
172704,2882,soy sauce,condiment
172704,1526,white sugar,condiment
172704,1636,cornstarch,plantproduct
172704,16397,ground ginger,spice
172704,6305,vegetable oil,condiment
172704,20269,red onion,plant
172704,4432,red bell pepper,plant
172704,4572,tomato,plant
14297,6379,vegetable oil,condiment
14297,2858,peanut butter,grain
14297,2882,soy sauce,condiment
14297,1525,brown sugar,condiment
14297,4343,fresh ginger root,spice
14297,4342,garlic,spice
14297,4267,cabbage,plant
14297,4786,red bell pepper,plant
14297,4279,carrot,plant
14297,4405,green onion,spice
14297,3717,fresh cilantro,spice
17971,2940,peanuts,grain
17971,4397,onion,plant
17971,4343,fresh ginger root,spice
17971,4279,carrot,plant
17971,16407,cayenne pepper,spice
17971,3717,fresh cilantro,spice
45688,4405,green onion,spice
45688,2882,soy sauce,condiment
45688,1525,brown sugar,condiment
45688,16391,curry powder,spice
45688,4343,fresh ginger root,spice
45688,20287,chile paste,condiment
45688,4378,fresh mushroom,plant
45688,16159,fresh basil,spice
45688,4273,bok choy,plant
42968,1728,rice noodles,grain
42968,16157,butter,dairy
42968,6494,chicken breast,animal
42968,6305,vegetable oil,condiment
42968,16317,egg,animal
42968,5597,fish sauce,condiment
42968,1526,white sugar,condiment
42968,20244,red pepper flakes,spice
42968,20194,bean sprouts,plant
42968,2940,peanuts,grain
42968,4405,green onion,spice
40352,2882,soy sauce,condiment
40352,4342,garlic,spice
40352,5107,lemon juice,plantproduct
40352,16406,ground black pepper,spice
40352,6305,vegetable oil,condiment
65924,1684,all-purpose flour,grain
65924,3752,sesame seed,grain
65924,16406,ground black pepper,spice
65924,18748,five-spice powder,spice
65924,20244,red pepper flakes,spice
65924,6494,chicken breast,animal
65924,6305,vegetable oil,condiment
65924,4397,onion,plant
65924,4432,red bell pepper,plant
65924,1502,honey,animal
56059,3795,coconut milk,plantproduct
56059,1526,white sugar,condiment
257938,16133,chicken broth,animal
257938,5596,oyster sauce,condiment
257938,2882,soy sauce,condiment
257938,5597,fish sauce,condiment
257938,1526,white sugar,condiment
257938,1525,brown sugar,condiment
257938,6305,vegetable oil,condiment
257938,4663,shallot,plant
257938,4342,garlic,spice
257938,16159,fresh basil,spice
257938,1651,white rice,grain
24239,16159,fresh basil,spice
24239,18860,fresh mint,plant
24239,3717,fresh cilantro,spice
24239,5597,fish sauce,condiment
24239,5112,lime juice,plantproduct
24239,4342,garlic,spice
24239,1526,white sugar,condiment
24239,12057,Asian chili sauce,condiment
24239,5595,hoisin sauce,condiment
24239,2940,peanuts,grain
34689,6305,vegetable oil,condiment
34689,4397,onion,plant
34689,4342,garlic,spice
34689,4343,fresh ginger root,spice
34689,18794,whole clove,spice
34689,20303,cinnamon stick,spice
34689,20551,ground cumin,spice
34689,16407,cayenne pepper,spice
34689,16418,ground turmeric,spice
34689,3717,fresh cilantro,spice
17511,2858,peanut butter,grain
17511,2882,soy sauce,condiment
17511,5107,lemon juice,plantproduct
17511,1525,brown sugar,condiment
17511,16391,curry powder,spice
17511,4342,garlic,spice
17511,6494,chicken breast,animal
14704,4176,ground pork,animal
14704,16397,ground ginger,spice
14704,16396,garlic powder,spice
14704,1684,all-purpose flour,grain
14704,4267,cabbage,plant
14704,4279,carrot,plant
14704,2355,wonton wrapper,grain
14704,3752,sesame seed,grain
24712,1636,cornstarch,plantproduct
24712,4342,garlic,spice
24712,4343,fresh ginger root,spice
24712,6305,vegetable oil,condiment
24712,4252,broccoli,plant
24712,4412,snow pea,plant
24712,4279,carrot,plant
24712,2882,soy sauce,condiment
24712,4397,onion,plant
174543,16157,butter,dairy
174543,6305,vegetable oil,condiment
174543,4397,onion,plant
174543,4342,garlic,spice
174543,16391,curry powder,spice
174543,20473,garam masala,spice
174543,18684,cardamom,spice
174543,16158,plain yogurt,dairy
174543,3795,coconut milk,plantproduct
14252,1525,brown sugar,condiment
14252,2882,soy sauce,condiment
14252,6309,sesame oil,condiment
14252,6379,vegetable oil,condiment
14252,18868,rice vinegar,condiment
14252,1728,rice noodles,grain
14252,4405,green onion,spice
14252,3752,sesame seed,grain
115965,16133,chicken broth,animal
115965,2882,soy sauce,condiment
115965,6309,sesame oil,condiment
115965,1636,cornstarch,plantproduct
115965,16317,egg,animal
115965,16408,ground white pepper,spice
8890,1636,cornstarch,plantproduct
8890,4342,garlic,spice
8890,4343,fresh ginger root,spice
8890,1526,white sugar,condiment
8890,2882,soy sauce,condiment
8890,16133,chicken broth,animal
8890,6494,chicken breast,animal
8890,2882,soy sauce,condiment
8890,16408,ground white pepper,spice
8890,16317,egg,animal
8890,1636,cornstarch,plantproduct
8890,6379,vegetable oil,condiment
8890,4405,green onion,spice
8890,3709,red chile pepper,spice
17747,6494,chicken breast,animal
17747,6379,vegetable oil,condiment
17747,4432,red bell pepper,plant
17747,4786,red bell pepper,plant
17747,4279,carrot,plant
17747,4342,garlic,spice
17747,1636,cornstarch,plantproduct
17747,2958,light soy sauce,condiment
17747,1525,brown sugar,condiment
17747,16397,ground ginger,spice
87651,6305,vegetable oil,condiment
87651,4397,onion,plant
87651,4529,zucchini,plant
87651,2882,soy sauce,condiment
87651,3752,sesame seed,grain
87651,16406,ground black pepper,spice
218070,1525,brown sugar,condiment
218070,2882,soy sauce,condiment
218070,16396,garlic powder,spice
218070,16406,ground black pepper,spice
50233,6305,vegetable oil,condiment
50233,4342,garlic,spice
50233,4267,cabbage,plant
50233,4786,red bell pepper,plant
50233,2882,soy sauce,condiment
50233,1636,cornstarch,plantproduct
50233,16406,ground black pepper,spice
8934,6304,peanut oil,condiment
8934,4342,garlic,spice
8934,4343,fresh ginger root,spice
8934,4405,green onion,spice
8934,6494,chicken breast,animal
8934,4397,onion,plant
8934,4267,cabbage,plant
8934,4786,red bell pepper,plant
8934,16133,chicken broth,animal
8934,2882,soy sauce,condiment
8934,1526,white sugar,condiment
8934,1636,cornstarch,plantproduct
141833,6494,chicken breast,animal
141833,2882,soy sauce,condiment
141833,1684,all-purpose flour,grain
141833,6305,vegetable oil,condiment
141833,4405,green onion,spice
141833,4342,garlic,spice
141833,4343,fresh ginger root,spice
141833,3795,coconut milk,plantproduct
141833,5597,fish sauce,condiment
141833,2882,soy sauce,condiment
141833,1526,white sugar,condiment
141833,3717,fresh cilantro,spice
8919,2882,soy sauce,condiment
8919,6309,sesame oil,condiment
8919,1502,honey,animal
8919,4343,fresh ginger root,spice
8919,4342,garlic,spice
8919,6494,chicken breast,animal
50658,1650,white rice,grain
50658,2882,soy sauce,condiment
50658,2858,peanut butter,grain
50658,16407,cayenne pepper,spice
50658,6307,olive oil,condiment
50658,6494,chicken breast,animal
50658,4342,garlic,spice
50658,4343,fresh ginger root,spice
50658,4405,green onion,spice
50658,4252,broccoli,plant
50658,2940,peanuts,grain
169593,4335,cucumber,plant
169593,1526,white sugar,condiment
169593,18868,rice vinegar,condiment
169593,3725,jalapeno pepper,plant
169593,3717,fresh cilantro,spice
169593,2940,peanuts,grain
93234,1526,white sugar,condiment
93234,6294,mayonnaise,condiment
93234,1502,honey,animal
93234,20482,frying oil,condiment
21033,1526,white sugar,condiment
21033,2882,soy sauce,condiment
21033,16397,ground ginger,spice
21033,5107,lemon juice,plantproduct
21033,20287,chile paste,condiment
8628,6309,sesame oil,condiment
8628,6420,canola oil,condiment
8628,20287,chile paste,condiment
8628,4342,garlic,spice
8628,6494,chicken breast,animal
8628,2882,soy sauce,condiment
8628,4397,onion,plant
8628,4267,cabbage,plant
8628,4279,carrot,plant
21561,1650,white rice,grain
21561,6305,vegetable oil,condiment
21561,20194,bean sprouts,plant
21561,4397,onion,plant
21561,4405,green onion,spice
21561,16317,egg,animal
21561,16406,ground black pepper,spice
21561,2882,soy sauce,condiment
21561,6309,sesame oil,condiment
18101,1650,white rice,grain
18101,16397,ground ginger,spice
18101,16407,cayenne pepper,spice
18101,4342,garlic,spice
18101,3752,sesame seed,grain
18101,16406,ground black pepper,spice
18101,6309,sesame oil,condiment
18101,4786,red bell pepper,plant
18101,4405,green onion,spice
18101,1636,cornstarch,plantproduct
18101,16133,chicken broth,animal
86005,3795,coconut milk,plantproduct
86005,6494,chicken breast,animal
86005,5597,fish sauce,condiment
86005,1526,white sugar,condiment
86005,4786,red bell pepper,plant
86005,4432,red bell pepper,plant
86005,4397,onion,plant
71698,2882,soy sauce,condiment
71698,15710,mirin,condiment
71698,1502,honey,animal
71698,6309,sesame oil,condiment
71698,18868,rice vinegar,condiment
71698,3752,sesame seed,grain
71698,6307,olive oil,condiment
47564,6305,vegetable oil,condiment
47564,16390,cumin seed,spice
47564,4397,onion,plant
47564,16391,curry powder,spice
47564,4572,tomato,plant
47564,16158,plain yogurt,dairy
47564,3725,jalapeno pepper,plant
47564,3717,fresh cilantro,spice
137414,5107,lemon juice,plantproduct
137414,2882,soy sauce,condiment
137414,1525,brown sugar,condiment
137414,16397,ground ginger,spice
137414,16404,paprika,spice
137414,16406,ground black pepper,spice
137414,20244,red pepper flakes,spice
137414,4342,garlic,spice
137414,4405,green onion,spice
137414,6309,sesame oil,condiment
137414,6304,peanut oil,condiment
17784,6494,chicken breast,animal
17784,5107,lemon juice,plantproduct
17784,4342,garlic,spice
17784,6309,sesame oil,condiment
85815,6307,olive oil,condiment
85815,6494,chicken breast,animal
85815,4529,zucchini,plant
85815,4786,red bell pepper,plant
85815,4279,carrot,plant
85815,4397,onion,plant
85815,1636,cornstarch,plantproduct
85815,3717,fresh cilantro,spice
28372,6305,vegetable oil,condiment
28372,4397,onion,plant
28372,4342,garlic,spice
28372,16418,ground turmeric,spice
28372,16385,chili powder,spice
28372,16209,ghee,dairy
28372,20551,ground cumin,spice
28372,18844,ground coriander,spice
28372,4343,fresh ginger root,spice
28372,3717,fresh cilantro,spice
35151,6305,vegetable oil,condiment
35151,4176,ground pork,animal
35151,4342,garlic,spice
35151,4397,onion,plant
35151,4279,carrot,plant
35151,4405,green onion,spice
35151,4267,cabbage,plant
35151,16406,ground black pepper,spice
35151,16396,garlic powder,spice
35151,2882,soy sauce,condiment
35151,20482,frying oil,condiment
221950,1525,brown sugar,condiment
221950,5597,fish sauce,condiment
221950,18868,rice vinegar,condiment
221950,2882,soy sauce,condiment
221950,4342,garlic,spice
221950,4343,fresh ginger root,spice
221950,6305,vegetable oil,condiment
221950,2850,peanuts,grain
221950,3725,jalapeno pepper,plant
221950,4405,green onion,spice
221950,3717,fresh cilantro,spice
61071,2882,soy sauce,condiment
61071,6309,sesame oil,condiment
61071,1684,all-purpose flour,grain
61071,1636,cornstarch,plantproduct
61071,6420,canola oil,condiment
61071,6494,chicken breast,animal
61071,20482,frying oil,condiment
61071,16133,chicken broth,animal
61071,7842,white vinegar,condiment
61071,1636,cornstarch,plantproduct
61071,1526,white sugar,condiment
61071,2882,soy sauce,condiment
61071,6309,sesame oil,condiment
61071,4342,garlic,spice
61071,3752,sesame seed,grain
36875,2882,soy sauce,condiment
36875,6304,peanut oil,condiment
36875,4342,garlic,spice
36875,16406,ground black pepper,spice
36875,20551,ground cumin,spice
36875,6494,chicken breast,animal
36875,6305,vegetable oil,condiment
36875,4397,onion,plant
36875,4342,garlic,spice
36875,2882,soy sauce,condiment
36875,1526,white sugar,condiment
36875,5107,lemon juice,plantproduct
17092,6494,chicken breast,animal
17092,1526,white sugar,condiment
17092,18868,rice vinegar,condiment
17092,2882,soy sauce,condiment
17092,16133,chicken broth,animal
17092,6309,sesame oil,condiment
17092,16406,ground black pepper,spice
17092,1636,cornstarch,plantproduct
17092,6379,vegetable oil,condiment
17092,4343,fresh ginger root,spice
17092,4342,garlic,spice
17092,4405,green onion,spice
14035,4397,onion,plant
14035,6379,vegetable oil,condiment
14035,4442,potato,plant
14035,16407,cayenne pepper,spice
14035,16418,ground turmeric,spice
14035,20551,ground cumin,spice
14035,4572,tomato,plant
49923,4342,garlic,spice
49923,4343,fresh ginger root,spice
49923,6307,olive oil,condiment
49923,18868,rice vinegar,condiment
49923,2882,soy sauce,condiment
49923,1502,honey,animal
87590,6420,canola oil,condiment
87590,6309,sesame oil,condiment
87590,2882,soy sauce,condiment
87590,3752,sesame seed,grain
99211,18868,rice vinegar,condiment
99211,6305,vegetable oil,condiment
99211,1526,white sugar,condiment
25536,20482,frying oil,condiment
25536,16396,garlic powder,spice
25536,16404,paprika,spice
25536,4607,water chestnut,plant
25536,2355,wonton wrapper,grain
148831,2882,soy sauce,condiment
148831,5595,hoisin sauce,condiment
148831,6309,sesame oil,condiment
148831,1526,white sugar,condiment
148831,4342,garlic,spice
148831,20244,red pepper flakes,spice
148831,6304,peanut oil,condiment
148831,4405,green onion,spice
47015,1728,rice noodles,grain
47015,6305,vegetable oil,condiment
47015,4397,onion,plant
47015,4342,garlic,spice
47015,4267,cabbage,plant
47015,4279,carrot,plant
47015,2882,soy sauce,condiment
35892,3795,coconut milk,plantproduct
35892,2882,soy sauce,condiment
35892,18868,rice vinegar,condiment
35892,5597,fish sauce,condiment
35892,20244,red pepper flakes,spice
35892,6307,olive oil,condiment
35892,4397,onion,plant
35892,4343,fresh ginger root,spice
35892,4342,garlic,spice
35892,6494,chicken breast,animal
35892,4405,green onion,spice
35892,16159,fresh basil,spice
81310,5112,lime juice,plantproduct
81310,2882,soy sauce,condiment
81310,4342,garlic,spice
81310,16391,curry powder,spice
81310,16407,cayenne pepper,spice
81310,6494,chicken breast,animal
44816,16317,egg,animal
44816,4405,green onion,spice
44816,4342,garlic,spice
44816,2882,soy sauce,condiment
44816,3686,ketchup,condiment
44816,6309,sesame oil,condiment
44816,16406,ground black pepper,spice
44816,6305,vegetable oil,condiment
11925,3752,sesame seed,grain
11925,16157,butter,dairy
11925,4405,green onion,spice
11925,6379,vegetable oil,condiment
11925,7842,white vinegar,condiment
11925,1526,white sugar,condiment
11925,2882,soy sauce,condiment
19306,1526,white sugar,condiment
19306,7842,white vinegar,condiment
19306,2882,soy sauce,condiment
19306,1728,rice noodles,grain
19306,6379,vegetable oil,condiment
19306,4342,garlic,spice
19306,16317,egg,animal
19306,1526,white sugar,condiment
19306,2940,peanuts,grain
19306,16404,paprika,spice
19306,5111,lime,plant
25711,6305,vegetable oil,condiment
25711,4397,onion,plant
25711,4342,garlic,spice
25711,16385,chili powder,spice
25711,20551,ground cumin,spice
25711,1525,brown sugar,condiment
25711,16407,cayenne pepper,spice
19126,2882,soy sauce,condiment
19126,3752,sesame seed,grain
19126,1684,all-purpose flour,grain
19126,16406,ground black pepper,spice
19126,6494,chicken breast,animal
19126,16157,butter,dairy
14285,4405,green onion,spice
14285,1526,white sugar,condiment
14285,6379,vegetable oil,condiment
14285,2882,soy sauce,condiment
132929,3795,coconut milk,plantproduct
132929,4342,garlic,spice
132929,16391,curry powder,spice
132929,1525,brown sugar,condiment
132929,16406,ground black pepper,spice
132929,6494,chicken breast,animal
132929,3795,coconut milk,plantproduct
132929,16391,curry powder,spice
132929,2858,peanut butter,grain
132929,1525,brown sugar,condiment
132929,5112,lime juice,plantproduct
132929,2882,soy sauce,condiment
241165,1636,cornstarch,plantproduct
241165,2882,soy sauce,condiment
241165,1525,brown sugar,condiment
241165,4279,carrot,plant
241165,4405,green onion,spice
241165,6307,olive oil,condiment
241165,4342,garlic,spice
241165,4343,fresh ginger root,spice
195083,1636,cornstarch,plantproduct
195083,6307,olive oil,condiment
195083,4397,onion,plant
195083,4342,garlic,spice
195083,4405,green onion,spice
195083,2882,soy sauce,condiment
195083,1525,brown sugar,condiment
195083,4343,fresh ginger root,spice
195083,5595,hoisin sauce,condiment
13199,1525,brown sugar,condiment
13199,2958,light soy sauce,condiment
13199,4405,green onion,spice
13199,4343,fresh ginger root,spice
13199,2355,wonton wrapper,grain
13199,16133,chicken broth,animal
13199,4405,green onion,spice
17161,6309,sesame oil,condiment
17161,4397,onion,plant
17161,2882,soy sauce,condiment
17161,4279,carrot,plant
17161,4292,celery,plant
17161,4786,red bell pepper,plant
17161,4432,red bell pepper,plant
17161,1651,white rice,grain
17161,16317,egg,animal
17161,2882,soy sauce,condiment
49014,6494,chicken breast,animal
49014,1636,cornstarch,plantproduct
49014,6305,vegetable oil,condiment
49014,4342,garlic,spice
49014,2958,light soy sauce,condiment
49014,1526,white sugar,condiment
49014,4405,green onion,spice
49014,16407,cayenne pepper,spice
146579,6494,chicken breast,animal
146579,1636,cornstarch,plantproduct
146579,16317,egg,animal
146579,16406,ground black pepper,spice
146579,1684,all-purpose flour,grain
146579,6305,vegetable oil,condiment
146579,6309,sesame oil,condiment
146579,4343,fresh ginger root,spice
146579,4405,green onion,spice
146579,7842,white vinegar,condiment
146579,1526,white sugar,condiment
146579,1636,cornstarch,plantproduct
146579,2882,soy sauce,condiment
146579,5596,oyster sauce,condiment
146579,3686,ketchup,condiment
14321,16157,butter,dairy
14321,3752,sesame seed,grain
14321,4405,green onion,spice
14321,6379,vegetable oil,condiment
14321,2882,soy sauce,condiment
14321,6309,sesame oil,condiment
14321,1526,white sugar,condiment
166140,1502,honey,animal
166140,2858,peanut butter,grain
166140,2882,soy sauce,condiment
166140,18868,rice vinegar,condiment
166140,6309,sesame oil,condiment
166140,4342,garlic,spice
166140,4343,fresh ginger root,spice
166140,20244,red pepper flakes,spice
167331,4273,bok choy,plant
167331,6305,vegetable oil,condiment
167331,6309,sesame oil,condiment
167331,4343,fresh ginger root,spice
167331,4342,garlic,spice
